id,numSentMsg,numUniqueRec,meanMinutesSinceLastMsg,numActiveInInterval,numVisitedLocations,numTraversedBetweenLocations,numVisitedDays
1003120,12,2,101.22265625,12,4,7,2
1743218,66,6,25.17240270495365,19,4,15,3
1760095,34,5,37.53694454790093,16,4,5,3
686125,15,3,106.296142578125,14,5,8,1
2046019,16,3,23.83038330078125,15,5,10,3
1088533,61,6,9.778226410010149,25,5,13,3
1974000,77,9,0.3773553977517401,23,4,11,2
839736,10224,4461,6.862390676587188,186,1,0,3
599804,32,5,10.609450247138739,19,5,10,2
546488,171,14,4.828139983159423,78,5,20,1
554372,1074,160,4.250000000000014,101,5,27,1
868222,18,4,63.470306396484375,12,4,7,3
1318331,891,207,1.500000000000064,69,5,24,1
748578,1206,171,1.5000000004847607,90,5,27,1
725553,1132,124,1.0658154588928659e-14,60,5,25,1
1195555,852,215,4.078125036903659,95,5,31,1
749107,730,58,6.000001102685928,46,5,19,1
1059177,18,4,45.974090576171875,10,3,3,3
121295,14,3,56.495849609375,13,3,6,2
1234698,1174,204,0.003906250000000028,62,5,20,1
114265,608,100,1.3695853340323083e-9,85,5,26,1
860426,85,4,3.9634135561997708,71,5,12,2
1490658,20,6,86.63010025024414,14,5,7,2
1828452,1141,250,4.06250000372529,72,5,24,1
2019254,3,2,121,3,2,1,2
1813981,1064,222,4.750000001149601,88,5,23,3
1110065,1141,171,1.818989403545859e-12,70,5,17,1
1112165,891,155,4.0312501159496605,94,5,24,1
1128869,535,169,1.8750000000015081,57,5,14,1
734279,790,68,4.562500000000009,91,5,27,1
724670,765,59,1.0000001937151046,91,5,31,3
14835,591,111,19.125000052175437,53,5,16,2
1509539,797,112,4.250000000088221,64,5,17,1
2081604,37,3,58.352801105735125,23,4,9,2
677351,806,60,15.000000000000009,52,5,22,1
1309968,310,148,19.375001489534082,49,4,15,1
2018496,699,113,1.8474111129763435e-13,56,5,18,1
1489396,1084,245,1.7500000000000382,71,5,23,1
1215897,1280,184,7.052966106714855e-38,76,5,32,1
1998752,544,61,2.0116567744921102e-7,65,5,19,3
1446327,59,8,18.057862635319907,18,5,10,2
1102394,30,3,9.514067184180021,28,5,15,2
711985,625,117,2,63,5,16,1
336338,336,126,11.926824569814926,61,4,15,2
885164,13,3,42.0986328125,13,4,8,2
2040759,649,58,4.031250001105946,87,5,29,3
50359,647,161,3.2782555137167446e-7,69,5,24,2
999764,1136,254,8.186284983224823e-12,75,5,20,1
1299293,1248,252,1.500000000000016,70,5,28,1
180883,791,171,1.000000005820768,63,5,17,2
366480,775,60,1.50048828125,29,5,16,1
1939998,1210,259,0.5000534074497409,80,5,27,1
1685019,1006,139,1.5,60,5,21,1
1158920,780,160,1.000000000334694,62,5,18,2
2006561,891,174,9.062500018626451,104,4,21,3
1661533,654,96,5.375768523664096e-7,87,5,20,1
1522163,205,127,0.000013351511654492417,36,5,18,2
2049023,7,2,53.375,7,4,6,2
2066972,21,5,6.502815246582031,17,5,10,2
76731,28,7,52.125508204102516,18,5,10,3
1445696,641,285,4.2506561651828525,68,5,27,2
748719,837,257,1.7500000002346496,70,5,27,2
1070212,493,152,12.851564764998784,73,4,15,3
1257219,75,8,12.894626835543193,20,2,6,2
995292,31,4,26.807747047394514,18,4,9,2
69530,67,4,6.876655369569314,63,5,13,3
1646069,685,106,3.1718753054738045,85,5,29,2
566577,42,8,57.714543454088926,19,3,6,1
801953,692,130,3.4925878855673907e-10,60,5,18,2
279658,20,3,34.4919319152832,20,4,14,2
38417,740,192,2.2500067949464695,68,5,28,1
1454634,548,96,7.250000715255737,50,5,24,2
1807223,646,136,1.9062501961070666,92,5,23,2
1691480,414,227,7.65638732964544,49,5,28,2
962998,1151,95,13.750000000000455,60,5,18,1
1351786,2273,219,2.4375,109,5,37,2
1561606,9,2,59.34375,9,4,5,2
566139,1431,173,9.698908343142687e-13,65,5,20,2
452524,18,3,55.16969299316406,15,5,8,3
612457,695,120,4.2500000000000835,60,5,23,1
1176471,1450,199,9.947598300642008e-14,71,5,23,1
1093055,1038,203,3.0000762939544714,62,5,28,1
1436267,1246,346,7.673362736590278,91,5,27,1
864018,79,4,4.178887610895432,70,5,15,3
841206,1329,133,10.25,97,5,28,2
1570579,16,3,54.7208251953125,16,5,10,3
1579817,1242,210,8.017089843750007,91,5,29,1
122704,1235,217,3.0000000000003695,84,5,30,2
567905,1039,157,0.5001258850097656,73,5,27,1
1253374,1132,144,3.40625000003638,77,5,22,1
1336358,1466,268,2.9558577807622494e-12,111,5,27,2
1426952,86,5,4.145179458652494,69,5,16,3
1710455,25,3,14.645451664924622,22,5,11,3
281976,1158,193,2.7500000000000173,76,5,20,2
739949,693,97,11.078125008149073,84,5,31,3
533015,60,4,10.03481270897849,51,4,16,3
1772512,38,4,6.2066168271849165,24,5,12,2
1679104,700,187,2.1014404325978906,91,5,24,2
1092832,692,99,5.750000000000426,65,5,28,2
548950,19,3,35.48185729980469,19,5,11,2
186352,308,43,16.769242053851485,23,5,13,1
941228,1059,249,1.989974629530548e-9,62,5,25,1
907043,860,126,5.000000040991154,78,5,36,2
1292409,1805,255,1.3358203432289883e-12,116,5,25,2
1458508,27,3,7.305563777685165,23,5,10,2
1768640,1345,203,5.0625457763671875,82,5,27,1
1537249,831,226,8.750000007727067,78,5,27,3
1749673,940,113,10.875000000000096,89,5,19,2
503736,1146,146,5.250000010833901,97,5,22,2
410107,1582,213,3.000000000000341,113,5,31,2
